,Año,Trimestre,Provincia,Accesos por cada 100 hogares,Mbps (Media de bajada),HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,ADSL,Cablemodem,Fibra óptica,Wireless,Otros
440,2017,3,Formosa,21.35,7,1063,3716,13752,5187,6056,899,459,0.0,22647.0,6816,428,2202,12.0
441,2017,3,Jujuy,22.65,5,337,5723,26835,7369,2962,41,2,0.0,33796.0,9395,20,23,8.0
442,2017,3,La Pampa,69.14,3,343,8244,64794,855,588,327,51,0.0,11378.0,49679,5153,11536,1944.0
443,2017,3,La Rioja,51.47,5,16,1497,40882,3899,5604,23,3,0.0,16638.0,34984,14,252,25.0
444,2017,3,Mendoza,35.7,4,32,95,158461,115,67,29,19,0.0,154036.0,33788,2772,29,1866.0
445,2017,3,Misiones,30.21,8,1058,4123,42900,22808,23913,3843,1881,0.0,56472.0,43880,110,5,9.0
446,2017,3,Neuquén,60.83,8,2036,1457,72532,1034,20213,7067,4937,0.0,48001.0,52468,1044,11576,2695.0
447,2017,3,Río Negro,48.52,5,422,5641,83900,306,10116,2965,1659,0.0,69301.0,30018,1106,3054,4017.0
448,2017,3,Salta,39.84,6,645,4494,78830,32433,14620,2315,63,0.0,80782.0,50284,127,158,1167.0
449,2017,3,San Juan,32.37,3,31,1077,57582,1,0,2,2,0.0,54499.0,5068,816,1053,1013.0
450,2017,3,San Luis,15.48,4,63,3,12325,7,0,1,7,0.0,11407.0,7576,347,26,2363.0
451,2017,3,Santa Cruz,33.29,4,188,23,29102,542,66,33,1,0.0,19220.0,5487,1544,4552,2887.0
452,2017,3,Santa Fe,60.91,8,3116,34019,320017,104453,125339,24536,12982,0.0,322953.0,290655,6338,4897,37499.0
453,2017,3,Santiago Del Estero,35.12,5,69,3288,40435,18489,3047,30,2,0.0,27733.0,54096,19,911,35.0
454,2017,3,Tierra Del Fuego,65.74,3,9,297,33858,0,0,0,0,0.0,21587.0,7012,622,1,2244.0
455,2017,3,Tucumán,39.7,6,109,8948,83070,45302,20514,1361,655,0.0,154130.0,6431,106,40,305.0
456,2017,2,Buenos Aires,56.27,7,7548,47472,1910156,299009,573298,93059,46178,0.0,1378549.0,1535037,119132,21555,24358.0
457,2017,2,Capital Federal,124.06,9,556,35663,726223,304970,378571,80234,37977,0.0,615262.0,932466,38628,2819,11016.0
458,2017,2,Catamarca,25.98,5,15,3318,15655,5325,2342,47,1,0.0,26401.0,255,14,1,34.0
459,2017,2,Chaco,29.05,8,191,3733,42590,22349,18044,3157,545,0.0,54449.0,35613,458,52,39.0
460,2017,2,Chubut,35.55,3,403,4186,73760,1880,0,0,0,0.0,43994.0,1067,916,13194,4804.0
461,2017,2,Córdoba,58.97,7,251,26862,370865,88479,146683,20351,5069,0.0,341748.0,303488,4451,6446,1505.0
462,2017,2,Corrientes,31.39,7,15,5912,46483,21776,13043,2218,647,0.0,55262.0,33192,258,1354,31.0
463,2017,2,Entre Ríos,45.39,6,1680,7944,104422,41800,23524,2604,823,0.0,108309.0,67650,254,6448,71.0
464,2017,2,Formosa,19.97,6,1486,3419,14787,4795,4583,749,139,0.0,22493.0,6410,17,1023,13.0
465,2017,2,Jujuy,22.4,5,311,5877,26915,6974,2538,42,1,0.0,33742.0,8858,22,0,35.0
466,2017,2,La Pampa,63.49,3,356,8633,59045,558,336,244,21,0.0,12754.0,48310,5194,6253,511.0
467,2017,2,La Rioja,16.2,6,9,1554,9304,3599,1796,24,2,0.0,16244.0,0,15,2,28.0
468,2017,2,Mendoza,31.76,4,109,24,177203,92,50,5,22,0.0,153331.0,13030,2581,27,1784.0
469,2017,2,Misiones,30.09,8,1011,4447,47244,22033,21599,2892,570,0.0,56752.0,42925,103,5,9.0
470,2017,2,Neuquén,61.91,7,1542,1395,81272,849,18051,4774,1703,0.0,51794.0,50283,1133,11545,2678.0
471,2017,2,Río Negro,46.02,5,973,5606,88085,245,7990,1921,559,0.0,67038.0,29147,961,3213,1260.0
472,2017,2,Salta,32.74,6,594,4719,67576,23185,11333,1068,76,0.0,80184.0,27280,115,158,804.0
473,2017,2,San Juan,26.96,3,15,193,58588,0,0,0,4,0.0,48670.0,451,772,1073,915.0
474,2017,2,San Luis,9.51,4,8,4,14014,0,0,1,2,0.0,11432.0,1120,354,26,375.0
475,2017,2,Santa Cruz,26.25,4,188,24,30913,541,66,33,0,0.0,15311.0,2722,1365,4735,2255.0
476,2017,2,Santa Fe,52.27,7,4967,38721,311830,92854,97563,16794,4275,0.0,329813.0,228102,3234,4958,1173.0
477,2017,2,Santiago Del Estero,14.12,5,26,3539,20384,6432,2802,16,0,0.0,28337.0,3900,19,911,29.0
478,2017,2,Tierra Del Fuego,68.46,3,16,285,35409,0,0,0,0,0.0,22636.0,6905,665,1,2350.0
479,2017,2,Tucumán,38.19,6,96,9236,83342,42536,17788,1371,21,0.0,149013.0,5223,116,14,45.0
480,2017,1,Buenos Aires,58.57,7,6017,83918,2057698,402315,523540,90937,22299,0.0,1559178.0,1465817,118839,21200,24342.0
481,2017,1,Capital Federal,108.37,8,510,1409,678922,218487,277195,66536,19881,0.0,428801.0,918328,38259,2730,10928.0
482,2017,1,Catamarca,25.66,5,15,3328,15861,4901,2161,49,0,0.0,26020.0,248,14,1,34.0
483,2017,1,Chaco,28.62,7,191,3835,44544,21467,15671,3025,314,0.0,54430.0,34277,252,52,39.0
484,2017,1,Chubut,35.66,3,401,4182,73759,1808,0,0,0,0.0,43994.0,999,916,13194,4793.0
485,2017,1,Córdoba,57.65,7,50,28732,391556,82011,118643,19035,2071,0.0,335673.0,293479,4871,5782,1394.0
486,2017,1,Corrientes,30.94,6,15,6040,48149,20586,11468,2044,303,0.0,54993.0,31994,236,1354,31.0
487,2017,1,Entre Ríos,44.91,6,1680,8080,108379,39146,20562,2254,317,0.0,108509.0,65095,230,6448,71.0
488,2017,1,Formosa,19.84,6,1535,3538,15473,4446,4058,635,22,0.0,22438.0,6215,16,1023,13.0
489,2017,1,Jujuy,22.76,4,330,6213,27824,6486,2306,44,0,0.0,33869.0,9278,22,0,34.0
490,2017,1,La Pampa,62.67,3,362,9279,57739,331,192,165,11,0.0,12754.0,47195,5194,6253,517.0
491,2017,1,La Rioja,16.2,5,9,1578,9486,3409,1718,22,2,0.0,16180.0,0,15,2,28.0
492,2017,1,Mendoza,31.84,4,106,15,177201,86,50,5,22,0.0,153326.0,13030,2581,27,1769.0
493,2017,1,Misiones,29.52,7,1010,4665,45950,23847,19356,2627,166,0.0,57363.0,40142,101,5,8.0
494,2017,1,Neuquén,61.02,6,1547,1418,83813,902,15130,4223,458,0.0,51771.0,48109,1124,11665,2670.0
495,2017,1,Río Negro,46.03,4,986,5647,89622,246,6738,1594,200,0.0,67075.0,28785,954,3213,1261.0
496,2017,1,Salta,32.58,5,579,4861,70922,21554,9386,267,74,0.0,79837.0,26845,114,158,679.0
497,2017,1,San Juan,27.04,3,8,192,58588,0,0,0,4,0.0,48670.0,451,772,1073,907.0
498,2017,1,San Luis,9.55,4,8,4,14014,0,0,1,2,0.0,11432.0,1120,354,26,375.0
499,2017,1,Santa Cruz,26.52,4,190,23,31078,474,68,30,0,0.0,15502.0,2722,1272,4733,2257.0
500,2017,1,Santa Fe,51.97,6,4966,39463,340418,77152,83008,15775,1831,0.0,327458.0,226094,3210,4948,1172.0
501,2017,1,Santiago Del Estero,14.7,5,26,3772,21659,6218,2786,17,0,0.0,29616.0,3900,19,911,29.0
502,2017,1,Tierra Del Fuego,68.92,3,16,285,35409,0,0,0,0,0.0,22636.0,6905,665,1,2350.0
503,2017,1,Tucumán,37.9,6,96,9682,86470,39155,15951,1383,13,0.0,147373.0,5223,116,14,45.0
504,2016,4,Buenos Aires,61.24,6,6055,86281,2085605,403575,467398,72348,17279,0.0,1563542.0,1414676,118747,21394,24342.0
505,2016,4,Capital Federal,120.63,8,517,1477,704324,225723,264582,53506,16756,0.0,434835.0,914952,38161,2583,10928.0
506,2016,4,Catamarca,26.54,5,15,3478,16519,4889,2077,54,0,0.0,26735.0,250,14,1,34.0
507,2016,4,Chaco,28.79,7,191,3983,45634,21323,14887,2586,250,0.0,54974.0,33534,248,52,39.0
508,2016,4,Chubut,36.07,3,401,4493,73951,1352,0,0,0,0.0,43994.0,955,916,13107,4793.0
509,2016,4,Córdoba,57.7,6,50,29380,404645,77966,108368,15458,1606,0.0,337368.0,289344,3368,5686,789.0
510,2016,4,Corrientes,30.98,6,15,6109,48995,20187,10908,1645,234,0.0,54981.0,31497,233,1354,31.0
511,2016,4,Entre Ríos,45.21,6,1680,8253,110296,38491,19509,1801,280,0.0,109359.0,64141,226,6448,71.0
512,2016,4,Formosa,19.85,6,1573,3519,15791,4114,3855,649,17,0.0,22400.0,6061,16,1023,13.0
513,2016,4,Jujuy,22.65,4,303,6225,27778,6143,2134,43,0,0.0,33838.0,8731,22,0,34.0
514,2016,4,La Pampa,63.02,3,368,9789,56694,16,335,132,11,0.0,12754.0,47245,5054,6253,522.0
515,2016,4,La Rioja,16.46,5,9,1646,9635,3334,1675,13,3,0.0,16270.0,0,16,2,28.0
516,2016,4,Mendoza,32.11,4,114,16,177194,79,49,5,20,0.0,153320.0,13030,2579,27,1769.0
517,2016,4,Misiones,29.72,7,1010,4783,47454,23433,18371,2215,126,0.0,57983.0,39294,100,5,8.0
518,2016,4,Neuquén,60.87,6,1539,1406,84859,792,14153,3073,271,0.0,51742.0,46389,1124,11910,2670.0
519,2016,4,Río Negro,46.39,4,998,2953,92967,248,6317,1174,122,0.0,67057.0,28474,954,3274,1261.0
520,2016,4,Salta,32.69,5,577,5027,71636,20787,8611,239,70,0.0,79389.0,26657,110,158,621.0
521,2016,4,San Juan,27.29,3,8,220,58608,0,0,0,4,0.0,48670.0,451,772,1121,907.0
522,2016,4,San Luis,9.64,4,8,4,14014,0,0,1,2,0.0,11432.0,1120,354,26,375.0
523,2016,4,Santa Cruz,27.05,4,189,23,31369,342,80,10,0,0.0,15607.0,2722,1055,4823,2257.0
524,2016,4,Santa Fe,52.19,6,4966,40102,349722,74401,77667,13155,1529,0.0,326721.0,225792,3201,4946,1172.0
525,2016,4,Santiago Del Estero,15.07,5,26,3925,22246,6178,2664,15,0,0.0,30192.0,3900,19,911,29.0
526,2016,4,Tierra Del Fuego,70.31,3,16,285,35409,0,0,0,0,0.0,22636.0,6905,665,1,2350.0
527,2016,4,Tucumán,37.98,6,96,10021,87994,37721,14389,1400,10,0.0,146995.0,4482,116,14,45.0
528,2016,3,Buenos Aires,60.14,6,5856,107945,2148475,393530,399116,52900,13318,0.0,1574216.0,1355770,113463,18867,24276.0
529,2016,3,Capital Federal,120.77,7,331,995,759028,208249,240856,38341,13886,0.0,447726.0,905105,36796,2514,10963.0
530,2016,3,Catamarca,26.48,5,15,4038,16183,4845,1853,50,0,0.0,26689.0,248,14,1,18.0
531,2016,3,Chaco,28.91,7,190,5227,46821,21193,13746,2022,217,0.0,56251.0,32730,232,2,15.0
532,2016,3,Chubut,36.18,3,466,5190,74375,674,0,0,0,0.0,43987.0,935,916,13364,4750.0
533,2016,3,Córdoba,58.24,6,48,41329,415075,75988,99225,11691,1322,0.0,348481.0,285480,2540,5695,395.0
534,2016,3,Corrientes,31.07,6,15,7425,49471,19956,10006,1263,210,0.0,55934.0,30813,217,1354,22.0
535,2016,3,Entre Ríos,45.44,6,1768,10657,110844,38665,17737,1307,248,0.0,112588.0,61850,206,6441,64.0
536,2016,3,Formosa,18.64,5,1723,4277,15581,3964,3658,648,10,0.0,21800.0,5905,9,0,2.0
537,2016,3,Jujuy,22.61,4,286,6878,27425,5943,1978,31,0,0.0,34250.0,8236,22,0,30.0
538,2016,3,La Pampa,61.73,3,374,10187,55792,15,224,114,11,0.0,12751.0,45952,4910,6236,515.0
539,2016,3,La Rioja,17.07,5,9,2349,9686,3316,1562,11,2,0.0,16891.0,0,15,2,22.0
540,2016,3,Mendoza,32.09,4,37,10,178186,73,48,5,17,0.0,153233.0,13030,2576,28,1757.0
541,2016,3,Misiones,29.91,7,1010,6030,48871,23394,17043,1559,91,0.0,59776.0,38130,79,5,7.0
542,2016,3,Neuquén,60.21,5,1531,1527,87404,680,12541,2118,225,0.0,51752.0,44739,1093,12402,2617.0
543,2016,3,Río Negro,46.39,4,1007,6026,90689,207,5953,790,99,0.0,67043.0,28496,942,3293,1252.0
544,2016,3,Salta,32.96,5,1107,6922,71214,20229,8099,197,50,0.0,80866.0,26113,90,157,565.0
545,2016,3,San Juan,27.32,3,8,245,58577,0,0,0,2,0.0,48670.0,451,770,1174,903.0
546,2016,3,San Luis,9.63,4,7,4,14077,0,0,1,2,0.0,11432.0,1113,354,23,371.0
547,2016,3,Santa Cruz,26.84,4,189,22,31904,221,52,9,0,0.0,15570.0,2722,817,4978,2170.0
548,2016,3,Santa Fe,52.67,6,3958,49501,360606,72657,69864,10210,1308,0.0,334911.0,223011,3037,4862,1190.0
549,2016,3,Santiago Del Estero,15.33,5,26,5097,22747,6216,2497,9,0,0.0,31730.0,3900,19,3,8.0
550,2016,3,Tierra Del Fuego,68.94,3,16,285,35080,0,0,0,0,0.0,22636.0,6276,665,1,2347.0
551,2016,3,Tucumán,37.9,6,127,12247,87970,36518,13150,1288,4,0.0,147259.0,3850,116,53,41.0
552,2016,2,Buenos Aires,59.34,5,10786,133385,2250898,335296,334723,31494,11933,0.0,1579448.0,1305949,113070,21163,25661.0
553,2016,2,Capital Federal,120.04,7,4352,1736,859039,146091,213010,19597,13477,0.0,450644.0,892209,36669,2390,12672.0
554,2016,2,Catamarca,26.07,4,15,5736,14742,4567,1496,47,1,0.0,26262.0,245,14,1,34.0
555,2016,2,Chaco,28.59,6,197,8063,45823,20346,12090,1571,201,0.0,56112.0,31825,221,52,41.0
556,2016,2,Chubut,36.12,3,572,5421,73078,775,0,0,0,0.0,43977.0,867,916,13293,4803.0
557,2016,2,Córdoba,57.55,6,258,57050,437547,71980,82618,8355,1242,0.0,348891.0,277615,1709,5610,1089.0
558,2016,2,Corrientes,30.58,6,41,10018,47916,19200,8851,803,191,0.0,55511.0,29845,203,1354,43.0
559,2016,2,Entre Ríos,44.74,5,4734,16368,115000,36917,15522,849,205,0.0,112809.0,58768,169,6434,193.0
560,2016,2,Formosa,19.37,5,1675,5401,14370,3569,3218,593,10,0.0,22101.0,5658,6,1023,14.0
561,2016,2,Jujuy,21.89,4,2561,8292,25301,5589,1750,3,0,0.0,33758.0,7374,22,0,35.0
562,2016,2,La Pampa,60.44,3,429,10616,63928,15,119,96,11,0.0,12754.0,44654,4708,6225,547.0
563,2016,2,La Rioja,16.88,5,10,3151,9043,3190,1344,3,5,0.0,16691.0,0,15,2,28.0
564,2016,2,Mendoza,32.13,4,437,30,176922,61,44,5,20,0.0,153321.0,13030,2576,29,1868.0
565,2016,2,Misiones,29.24,6,1973,7899,49586,21385,14820,1073,96,0.0,59573.0,36145,77,5,15.0
566,2016,2,Neuquén,59.1,5,1916,1691,88854,583,10241,1285,208,0.0,51742.0,42370,1088,12466,2849.0
567,2016,2,Río Negro,46.24,4,1189,6107,92158,194,4877,520,86,0.0,67031.0,28100,939,3300,1334.0
568,2016,2,Salta,32.08,5,2160,10123,70875,18759,7129,140,49,0.0,79438.0,24719,85,151,539.0
569,2016,2,San Juan,27.34,3,10,273,57589,0,0,0,4,0.0,48670.0,451,770,1214,908.0
570,2016,2,San Luis,9.6,4,12,4,13931,0,0,1,2,0.0,11432.0,1063,354,30,377.0
571,2016,2,Santa Cruz,26.73,4,244,26,31995,142,20,0,0,0.0,15453.0,2722,396,4996,2586.0
572,2016,2,Santa Fe,52.44,5,9486,67325,374960,68505,60469,6509,1277,0.0,336244.0,219088,2981,4744,1417.0
573,2016,2,Santiago Del Estero,15.89,4,704,6705,22208,5943,2108,1,0,0.0,32101.0,3900,19,911,30.0
574,2016,2,Tierra Del Fuego,67.72,3,16,286,38773,0,0,0,0,0.0,22636.0,5707,665,1,2350.0
575,2016,2,Tucumán,37.24,5,231,18515,83945,33891,11310,1032,2,0.0,145486.0,2968,116,58,49.0
576,2016,1,Buenos Aires,57.34,5,7351,97880,2214760,289929,247372,8315,9529,0.0,1583560.0,1200859,111231,21108,25757.0
577,2016,1,Capital Federal,115.16,6,2310,43686,869048,178665,192644,6577,10838,0.0,454425.0,832126,36332,2284,12729.0
578,2016,1,Catamarca,25.91,4,15,6102,14653,4241,1334,42,1,0.0,26096.0,243,15,1,34.0
579,2016,1,Chaco,28.08,6,194,8755,46304,19388,10587,1238,184,0.0,56353.0,29994,211,52,41.0
580,2016,1,Chubut,36.09,3,94,5095,72396,1066,0,0,0,0.0,43967.0,834,916,13280,4803.0
581,2016,1,Córdoba,55.28,5,148,59484,414452,65763,66455,4143,1039,0.0,350884.0,252346,674,5636,386.0
582,2016,1,Corrientes,30.08,5,29,10690,47833,18375,7911,526,170,0.0,55454.0,28491,192,1354,45.0
583,2016,1,Entre Ríos,43.85,5,2864,17749,104137,35104,14057,457,165,0.0,113101.0,54948,146,6425,193.0
584,2016,1,Formosa,19.04,5,1738,5731,14163,3229,2906,544,5,0.0,21852.0,5420,5,1023,14.0
585,2016,1,Jujuy,21.41,4,2543,8558,22383,5188,1623,0,0,0.0,33481.0,6751,22,0,35.0
586,2016,1,La Pampa,57.84,3,426,11065,52117,15,78,71,11,0.0,12754.0,41881,4536,6209,549.0
587,2016,1,La Rioja,16.83,5,10,3382,9060,2980,1254,2,3,0.0,16645.0,0,16,2,28.0
588,2016,1,Mendoza,32.12,4,235,21,175376,47,43,5,17,0.0,153299.0,13030,2576,34,1871.0
589,2016,1,Misiones,28.37,6,959,8502,50061,19195,13363,779,68,0.0,59538.0,33330,70,5,15.0
590,2016,1,Neuquén,55.75,4,1720,1737,86310,479,7893,143,171,0.0,51702.0,36122,1085,12502,2850.0
591,2016,1,Río Negro,45.84,4,1171,6105,90038,203,4246,77,81,0.0,66894.0,27312,937,3341,1338.0
592,2016,1,Salta,31.32,5,1119,10765,65646,17748,6643,119,31,0.0,78973.0,22741,73,132,507.0
593,2016,1,San Juan,27.33,3,9,309,56447,0,0,0,2,0.0,48670.0,451,770,1195,908.0
594,2016,1,San Luis,9.59,4,8,4,13645,0,0,1,2,0.0,11432.0,1042,354,27,377.0
595,2016,1,Santa Cruz,26.87,3,168,29,32188,8,0,0,0,0.0,15654.0,2723,396,5088,2426.0
596,2016,1,Santa Fe,51.28,5,6492,71565,353525,64117,51293,3754,1063,0.0,338052.0,204816,3014,4686,1428.0
597,2016,1,Santiago Del Estero,16.21,4,703,7219,22805,5769,1898,0,0,0.0,32838.0,3900,19,911,30.0
598,2016,1,Tierra Del Fuego,65.83,3,16,285,33003,0,0,0,0,0.0,22636.0,4834,665,1,2350.0
599,2016,1,Tucumán,36.72,5,106,20092,84008,31490,10046,871,0,0.0,144233.0,2165,116,74,49.0
600,2015,4,Buenos Aires,58.29,5,7985,100303,2253197,274560,240188,3835,8180,0.0,1586343.0,1223603,103269,20397,25773.0
601,2015,4,Capital Federal,118.13,6,2417,46568,916813,172029,198635,3087,10899,0.0,455427.0,879950,19818,2273,12758.0
602,2015,4,Catamarca,26.24,4,15,6513,14484,4106,1313,39,1,0.0,26180.0,242,15,1,34.0
603,2015,4,Chaco,28.35,6,194,9593,46771,18608,10092,1136,159,0.0,56818.0,29456,186,52,41.0
604,2015,4,Chubut,36.89,3,625,5774,71881,168,0,0,0,0.0,43968.0,811,916,13521,4803.0
605,2015,4,Córdoba,57.36,5,148,63746,427471,62989,67151,3336,1088,0.0,353530.0,266062,480,5613,385.0
606,2015,4,Corrientes,30.34,5,29,11248,48104,17877,7569,456,150,0.0,55681.0,28178,177,1354,45.0
607,2015,4,Entre Ríos,44.11,5,2865,18883,104224,33989,13668,399,163,0.0,113983.0,53411,122,6427,194.0
608,2015,4,Formosa,19.07,5,1791,6081,14279,2704,2713,519,4,0.0,21734.0,5314,4,1023,14.0
609,2015,4,Jujuy,21.47,4,2551,8876,21867,5044,1587,0,0,0.0,32934.0,6933,22,0,35.0
610,2015,4,La Pampa,58.76,3,592,12951,48798,16,63,49,10,0.0,12755.0,42705,4327,6205,374.0
611,2015,4,La Rioja,17.32,5,10,3638,9127,2937,1215,2,3,0.0,16886.0,0,16,2,28.0
612,2015,4,Mendoza,32.49,4,241,23,174719,38,41,5,13,0.0,153293.0,13030,2572,38,1874.0
613,2015,4,Misiones,28.69,6,959,9169,51029,17281,13690,675,52,0.0,60252.0,32533,48,5,15.0
614,2015,4,Neuquén,58.29,4,1727,2061,89678,455,7934,9,175,0.0,51680.0,38902,1048,12934,2852.0
615,2015,4,Río Negro,46.44,4,3282,4473,89062,201,4024,5,75,0.0,66851.0,27221,915,3407,1328.0
616,2015,4,Salta,31.59,5,1122,11387,65677,17139,6507,99,5,0.0,78744.0,22446,47,129,554.0
617,2015,4,San Juan,27.66,3,9,386,55761,0,0,0,2,0.0,48670.0,451,770,1230,908.0
618,2015,4,San Luis,9.71,4,8,4,13473,0,0,1,2,0.0,11432.0,1025,354,30,377.0
619,2015,4,Santa Cruz,27.74,3,188,26,32338,3,0,0,0,0.0,15614.0,2723,396,5261,2409.0
620,2015,4,Santa Fe,52.61,5,6659,75770,361264,60985,51258,3079,1189,0.0,339843.0,212911,2885,4596,1437.0
621,2015,4,Santiago Del Estero,17.0,4,703,7836,23074,5669,1856,0,0,0.0,33582.0,4365,19,1139,30.0
622,2015,4,Tierra Del Fuego,66.46,3,16,285,32662,0,0,0,0,0.0,22636.0,4301,665,1,2350.0
623,2015,4,Tucumán,37.06,5,107,21800,83887,29942,9507,837,0,0.0,144188.0,1653,116,88,50.0
624,2015,3,Buenos Aires,57.69,5,8361,107351,2266948,262564,200491,2642,7720,0.0,1585467.0,1183894,113590,19989,25825.0
625,2015,3,Capital Federal,118.29,6,2448,49340,942525,159618,175594,2028,10022,0.0,454815.0,871262,30974,2229,12788.0
626,2015,3,Catamarca,25.86,4,15,6871,14206,4143,812,43,1,0.0,25801.0,242,15,1,34.0
627,2015,3,Chaco,27.96,5,240,10353,47131,19016,7498,979,157,0.0,56282.0,28809,186,52,41.0
628,2015,3,Chubut,36.81,3,641,5886,71668,167,0,0,0,0.0,43964.0,792,916,13408,4803.0
629,2015,3,Córdoba,57.08,5,150,68765,429787,61109,59372,2582,1048,0.0,351692.0,264055,1450,5412,389.0
630,2015,3,Corrientes,30.17,5,33,11921,48127,18168,6111,453,146,0.0,55792.0,27604,176,1340,47.0
631,2015,3,Entre Ríos,43.68,5,2863,20385,103990,34788,9924,384,153,0.0,113909.0,51945,122,6261,197.0
632,2015,3,Formosa,18.84,4,1862,6521,14354,2791,1842,379,2,0.0,21573.0,5264,2,899,14.0
633,2015,3,Jujuy,21.27,4,2549,9278,21588,5169,966,0,0,0.0,32598.0,6895,22,0,35.0
634,2015,3,La Pampa,57.96,3,613,13087,47660,9,55,39,10,0.0,12755.0,41886,4078,6195,557.0
635,2015,3,La Rioja,17.15,4,10,3840,9102,2984,832,0,3,0.0,16725.0,0,16,2,28.0
636,2015,3,Mendoza,32.49,4,256,25,173430,45,18,5,13,0.0,153299.0,13030,2572,42,1880.0
637,2015,3,Misiones,28.31,6,958,9809,51234,17367,11654,559,43,0.0,59921.0,31635,46,5,15.0
638,2015,3,Neuquén,54.6,4,1733,2124,85044,210,6599,2,155,0.0,47102.0,36620,1045,13051,2798.0
639,2015,3,Río Negro,46.39,4,3372,4457,88691,99,3826,1,62,0.0,66806.0,27130,917,3415,1346.0
640,2015,3,Salta,31.18,4,1126,12223,65405,17451,4318,61,5,0.0,78064.0,21688,47,129,645.0
641,2015,3,San Juan,27.67,3,9,391,54963,0,0,0,2,0.0,48670.0,451,770,1231,908.0
642,2015,3,San Luis,9.71,4,9,4,13286,0,0,1,2,0.0,11432.0,1025,354,31,377.0
643,2015,3,Santa Cruz,27.61,3,190,25,32266,2,0,0,0,0.0,15540.0,2718,396,5226,2391.0
644,2015,3,Santa Fe,52.15,5,6767,80817,363177,59531,42021,2320,1133,0.0,337042.0,209673,4169,4426,1428.0
645,2015,3,Santiago Del Estero,17.12,4,703,8332,23158,5956,1249,0,0,0.0,33886.0,4365,19,1097,30.0
646,2015,3,Tierra Del Fuego,74.86,3,15,285,36408,2,0,0,0,0.0,22636.0,8085,665,1,2350.0
647,2015,3,Tucumán,36.61,5,107,23687,83654,29998,6232,623,0,0.0,142925.0,1135,116,88,50.0
648,2015,2,Buenos Aires,56.8,4,8714,137189,2299705,243503,159922,2010,6712,0.0,1581770.0,1141052,115660,19268,26040.0
649,2015,2,Capital Federal,116.07,5,2493,51799,990112,148569,142976,1482,9258,0.0,453178.0,858342,19786,2172,12806.0
650,2015,2,Catamarca,25.45,4,15,7253,14003,3776,593,37,1,0.0,25387.0,242,15,1,34.0
651,2015,2,Chaco,27.46,5,288,11058,47551,17675,6337,788,149,0.0,55767.0,27809,179,52,41.0
652,2015,2,Chubut,36.58,3,656,6032,55791,168,0,0,0,0.0,43949.0,762,916,13055,4803.0
653,2015,2,Córdoba,55.87,5,156,72695,434717,54993,46415,1956,903,0.0,348130.0,255596,435,5199,386.0
654,2015,2,Corrientes,29.58,5,34,12542,48015,17184,5039,379,126,0.0,55238.0,26553,157,1321,47.0
655,2015,2,Entre Ríos,42.93,5,2864,21986,104043,32293,7867,354,136,0.0,113378.0,49767,119,6031,197.0
656,2015,2,Formosa,18.36,4,1881,6907,14247,2436,1324,257,1,0.0,21097.0,5164,2,737,50.0
657,2015,2,Jujuy,20.29,3,2479,9474,20248,4792,730,0,0,0.0,32183.0,5482,22,0,35.0
658,2015,2,La Pampa,56.71,3,5737,8182,46235,27,24,25,10,0.0,12756.0,40825,3719,6190,562.0
659,2015,2,La Rioja,16.88,4,10,4082,9093,2680,641,0,3,0.0,16463.0,0,16,2,28.0
660,2015,2,Mendoza,32.49,4,268,26,170451,42,16,5,13,0.0,153301.0,13030,2572,38,1882.0
661,2015,2,Misiones,27.35,5,958,10360,51671,15022,10072,408,33,0.0,59179.0,29283,37,5,15.0
662,2015,2,Neuquén,53.12,4,1755,2348,82727,214,5168,2,110,0.0,47078.0,34183,1044,12781,2799.0
663,2015,2,Río Negro,45.98,4,3413,4525,87362,97,3240,1,51,0.0,66738.0,26268,916,3457,1348.0
664,2015,2,Salta,30.46,4,1123,13020,64737,16241,3114,29,5,0.0,77214.0,20297,47,129,580.0
665,2015,2,San Juan,27.64,3,8,410,51568,0,0,0,2,0.0,48670.0,451,770,1189,908.0
666,2015,2,San Luis,9.71,4,9,4,13204,0,0,1,2,0.0,11432.0,1025,354,33,377.0
667,2015,2,Santa Cruz,27.07,3,210,25,25519,2,0,0,0,0.0,15343.0,2707,396,4917,2400.0
668,2015,2,Santa Fe,51.18,4,6827,86016,364441,53205,33894,1856,1014,0.0,333117.0,204685,2877,4320,1389.0
669,2015,2,Santiago Del Estero,17.11,4,703,8779,23456,5553,888,0,0,0.0,33873.0,4365,19,1091,30.0
670,2015,2,Tierra Del Fuego,74.51,3,15,285,36073,2,0,0,0,0.0,22636.0,7927,665,1,2350.0
671,2015,2,Tucumán,35.69,4,107,25178,83462,26966,4502,455,0,0.0,139944.0,479,116,88,50.0
672,2015,1,Buenos Aires,56.37,4,8882,123589,2267852,220070,126958,1561,5700,0.0,1583135.0,1096836,134177,18754,28940.0
673,2015,1,Capital Federal,114.9,5,2545,59084,1013510,134151,114569,1195,8401,0.0,454934.0,841743,19334,1994,14716.0
674,2015,1,Catamarca,25.11,3,13,7634,13754,3202,517,9,1,0.0,25033.0,241,16,1,41.0
