,Año,Trimestre,Provincia,Accesos por cada 100 hogares,Mbps (Media de bajada),HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,ADSL,Cablemodem,Fibra óptica,Wireless,Otros
213,2020,1,Santiago Del Estero,42.47,10,133,1779,33086,56884,3737,135,2799,4501.0,24695.0,70424,200,2779,4657.0
214,2020,1,Tierra Del Fuego,76.07,7,11,1,22976,5024,1834,196,518,7046.0,12854.0,25632,0,0,308.0
215,2020,1,Tucumán,47.85,32,52,97,49555,50383,31096,1730,67536,0.0,143184.0,10494,44687,1355,347.0
216,2019,4,Buenos Aires,64.25,31,33489,27537,1177446,262297,247106,452570,1465133,28131.0,720011.0,2191672,669194,87111,18266.0
217,2019,4,Capital Federal,106.25,44,307,15,177098,110218,110852,205810,754299,0.0,196938.0,1093143,35534,3914,28576.0
218,2019,4,Catamarca,36.44,25,63,0,9945,7619,9305,804,7477,2151.0,22999.0,3318,9506,261,2227.0
219,2019,4,Chaco,36.84,23,83,0,25899,18959,30902,13516,21556,6917.0,48661.0,53602,8831,5229,1580.0
220,2019,4,Chubut,51.15,7,158,4,69405,12945,7615,1240,614,4500.0,47045.0,26977,1324,15267,5489.0
221,2019,4,Córdoba,70.48,26,142,0,232781,118232,109330,114111,221742,9802.0,296872.0,410038,53335,37750,8693.0
222,2019,4,Corrientes,38.77,19,72,0,35055,20620,27367,9981,15744,4780.0,52525.0,51845,2002,2458,5004.0
223,2019,4,Entre Ríos,57.99,17,47,0,88203,44511,42962,18976,30153,15107.0,92981.0,99206,12875,18561,15407.0
224,2019,4,Formosa,30.47,15,1127,191,24606,6319,6788,1766,5671,100.0,21567.0,8684,1760,14531,169.0
225,2019,4,Jujuy,45.38,13,55,0,32920,9632,26764,102,5286,16545.0,32949.0,37604,873,814,16641.0
226,2019,4,La Pampa,76.92,7,293,313,76747,6900,1951,1287,1342,1618.0,15457.0,56854,4942,11341,1805.0
227,2019,4,La Rioja,47.14,8,21,0,37851,5045,4763,22,1305,0.0,13738.0,34984,0,251,29.0
228,2019,4,Mendoza,33.65,8,746,9,145139,12955,15237,2165,2628,0.0,96678.0,49711,24989,13672,730.0
229,2019,4,Misiones,39.79,20,71,0,39664,20840,27305,15626,20799,11656.0,53116.0,69676,847,441,11733.0
230,2019,4,Neuquén,59.36,26,218,1,57742,4439,7357,12059,35001,122.0,29826.0,60970,10549,14246,854.0
231,2019,4,Río Negro,55.71,17,114,0,71847,2797,8558,6968,19837,17719.0,49747.0,37933,9658,11437,18365.0
232,2019,4,Salta,50.35,19,149,1,42159,67656,15369,14170,25821,7435.0,63272.0,76062,21865,3040,8206.0
233,2019,4,San Juan,32.85,6,48,1,60626,1594,1292,40,127,4779.0,41360.0,6338,4931,7241,5104.0
234,2019,4,San Luis,74.92,21,105,0,11901,4164,525,55216,3,36075.0,8569.0,8027,6,55266,36333.0
235,2019,4,Santa Cruz,36.71,5,67,0,32368,4346,2224,7,8,0.0,13264.0,15899,1036,6800,2371.0
236,2019,4,Santa Fe,69.48,21,698,0,230234,190664,113527,70998,135576,18576.0,312072.0,382254,27464,26978,20401.0
237,2019,4,Santiago Del Estero,42.92,10,133,908,34911,56309,3756,105,2449,4501.0,24682.0,71239,200,2810,4657.0
238,2019,4,Tierra Del Fuego,79.7,7,11,0,23593,5050,1848,139,1962,9648.0,13261.0,26821,0,0,310.0
239,2019,4,Tucumán,47.65,30,55,0,54544,52017,28916,6405,56720,0.0,146985.0,11012,39574,725,348.0
240,2019,3,Buenos Aires,69.36,26,238920,44648,1432722,222812,260506,483572,1246209,42294.0,1277249.0,2144956,425386,85572,27070.0
241,2019,3,Capital Federal,112.65,39,104,368,269704,120924,138011,258591,655108,0.0,300288.0,1080973,24900,3895,31155.0
242,2019,3,Catamarca,30.88,9,34,43,14449,9285,6333,72,15,2151.0,24349.0,5543,13,244,2251.0
243,2019,3,Chaco,35.85,20,69,1216,32764,28198,13336,12987,16740,6917.0,50416.0,49156,8063,5224,1592.0
244,2019,3,Chubut,47.57,7,74,840,62680,13033,7171,1240,614,4500.0,37298.0,27090,1917,15149,7551.0
245,2019,3,Córdoba,68.59,23,83,5824,240151,106651,118486,146247,157546,7353.0,307780.0,399231,30064,37277,8701.0
246,2019,3,Corrientes,38.49,17,10,597,42231,29628,10348,10388,12674,4780.0,53344.0,50230,1888,2458,4839.0
247,2019,3,Entre Ríos,57.9,15,19,4446,99656,56161,17064,21216,22645,15107.0,94947.0,96305,12888,18530,15432.0
248,2019,3,Formosa,30.11,13,1110,349,24943,6049,7117,2262,4443,100.0,21777.0,8359,1476,14292,162.0
249,2019,3,Jujuy,44.32,12,27,885,31722,9240,26835,56,3671,16545.0,33110.0,35742,274,812,16638.0
250,2019,3,La Pampa,77.45,6,237,3289,75849,5922,1611,1359,941,1618.0,19469.0,52941,4994,11462,1962.0
251,2019,3,La Rioja,47.94,8,9,10,38657,4786,4887,22,1307,0.0,14390.0,34984,11,251,41.0
252,2019,3,Mendoza,40.74,6,21,1269,206821,2958,10093,1263,349,0.0,148640.0,54312,6865,12975,1545.0
253,2019,3,Misiones,39.33,18,47,1928,43530,29375,11256,16107,16650,12206.0,54493.0,65872,829,419,12270.0
254,2019,3,Neuquén,64.14,24,45,2258,62909,4586,9597,16923,28458,122.0,43347.0,60484,5560,13512,2518.0
255,2019,3,Río Negro,63.42,16,47,1234,87435,2348,9779,10176,15505,17719.0,67478.0,37425,9739,10806,18847.0
256,2019,3,Salta,44.48,15,49,900,43160,62230,14309,11418,12357,7515.0,65799.0,74329,733,1580,9394.0
257,2019,3,San Juan,37.06,6,22,171,68315,2245,1267,41,128,4779.0,51670.0,7425,1227,7241,5535.0
258,2019,3,San Luis,85.23,20,57,100,18643,5113,467,62242,5,36075.0,13037.0,10561,350,62286,36466.0
259,2019,3,Santa Cruz,35.63,5,28,84,31612,4472,1203,27,4,0.0,10663.0,17056,969,6544,2738.0
260,2019,3,Santa Fe,68.87,18,640,8184,242454,193286,107068,84325,97082,19537.0,319396.0,377171,18690,24269,21408.0
261,2019,3,Santiago Del Estero,55.3,9,39,1832,35554,55172,3612,86,1836,34501.0,24556.0,71198,219,2759,34400.0
262,2019,3,Tierra Del Fuego,96.46,7,6,14,32133,4692,1756,82,226,9648.0,19790.0,26659,651,0,1487.0
263,2019,3,Tucumán,39.49,19,16,110,71043,47693,24354,843,20385,0.0,150918.0,12089,116,684,324.0
264,2019,2,Buenos Aires,67.85,22,199768,46852,1436259,217785,438663,502275,985767,43438.0,1284658.0,2079900,382971,75240,32929.0
265,2019,2,Capital Federal,110.55,30,74,1027,281370,124087,239691,296155,475991,,309937.0,1061358,36082,3962,4281.0
266,2019,2,Catamarca,32.13,9,34,43,16631,8670,6049,34,10,2151.0,25682.0,5543,13,146,2251.0
267,2019,2,Chaco,34.14,16,69,1383,38488,26431,16789,15348,9904,1492.0,50765.0,47448,4203,4727,1591.0
268,2019,2,Chubut,46.99,6,66,3952,69032,10049,1495,74,165,4500.0,37313.0,26338,1917,14443,7545.0
269,2019,2,Córdoba,68.07,18,81,8165,248427,100512,157458,170159,76053,8938.0,314768.0,388254,23023,33847,15236.0
270,2019,2,Corrientes,38.16,14,10,3012,40424,27774,13114,11928,7119,6080.0,53835.0,47431,1701,2444,6138.0
271,2019,2,Entre Ríos,57.48,12,18,5905,100687,52316,23196,24221,10664,17206.0,97081.0,91081,12764,17369,17529.0
272,2019,2,Formosa,30.42,11,1110,349,26512,5399,8384,2639,2258,100.0,21916.0,8686,1382,14292,162.0
273,2019,2,Jujuy,44.51,12,27,940,26233,8441,26700,27,2600,21765.0,33022.0,30742,274,812,21857.0
274,2019,2,La Pampa,77.08,5,236,3289,75406,5191,1366,1445,629,2661.0,19471.0,52101,4840,10789,3004.0
275,2019,2,La Rioja,48.7,8,9,11,39819,4297,4857,13,1298,,15014.0,34984,11,251,41.0
276,2019,2,Mendoza,40.75,6,20,2522,205165,2971,10092,1256,234,,148673.0,54027,6865,12748,1544.0
277,2019,2,Misiones,39.15,14,47,2226,45769,27385,15408,18882,8129,12206.0,55373.0,64272,543,421,12269.0
278,2019,2,Neuquén,63.08,17,302,3038,61776,4688,17318,21210,14132,422.0,43420.0,59021,4983,12792,2737.0
279,2019,2,Río Negro,61.09,12,384,1354,86366,2201,10291,12407,6907,18519.0,67841.0,36527,4037,10485,19657.0
280,2019,2,Salta,41.89,13,49,974,59638,36923,16961,14059,6461,7585.0,68827.0,62343,725,1210,9463.0
281,2019,2,San Juan,35.6,6,22,213,60913,2177,785,7,4,6119.0,51680.0,7425,1174,2870,6876.0
282,2019,2,San Luis,81.79,20,57,102,16575,4964,467,57236,5,37977.0,11130.0,10298,347,57242,38368.0
283,2019,2,Santa Cruz,28.85,6,25,84,24861,3806,1202,28,4,,10665.0,10257,379,6514,2735.0
284,2019,2,Santa Fe,67.42,15,321,8427,300124,125176,129741,100131,49865,22323.0,325420.0,355140,18236,21980,22708.0
285,2019,2,Santiago Del Estero,52.79,7,39,1832,63268,21362,3741,108,1205,34501.0,24393.0,64783,219,2759,34600.0
286,2019,2,Tierra Del Fuego,94.8,6,6,123,41824,4241,1573,96,32,,19790.0,25527,651,0,1486.0
287,2019,2,Tucumán,40.14,19,16,157,78891,44296,24291,628,18394,,153121.0,12089,116,684,321.0
288,2019,1,Buenos Aires,66.24,20,162513,72296,1429964,202511,576428,576859,705769,6369.0,1304507.0,2020730,336362,64867,20201.0
289,2019,1,Capital Federal,109.2,25,74,7417,283787,131007,330122,365713,283463,0.0,328246.0,1030814,32281,3978,4281.0
290,2019,1,Catamarca,32.19,8,34,1708,18761,6443,5606,29,7,2151.0,26912.0,4443,16,0,2251.0
291,2019,1,Chaco,32.64,13,69,3801,38719,25632,18965,12393,6368,1035.0,53409.0,43555,1951,3628,1134.0
292,2019,1,Chubut,43.0,6,66,3938,71077,6571,787,74,165,0.0,37302.0,23065,1923,14443,3045.0
293,2019,1,Córdoba,65.52,16,81,20403,242769,96997,200681,127965,50716,6806.0,323272.0,363959,19902,24615,12367.0
294,2019,1,Corrientes,35.13,12,10,6470,38402,26562,15498,9688,5029,0.0,55842.0,43444,1615,1528,58.0
295,2019,1,Entre Ríos,56.79,11,18,9217,107013,50068,28957,18146,7619,12142.0,100999.0,90253,12723,16231,12241.0
296,2019,1,Formosa,29.68,10,1110,3023,23085,5301,9027,2099,1654,0.0,22570.0,7878,940,13761,62.0
297,2019,1,Jujuy,46.41,9,27,2817,30727,7811,4021,30,1141,37162.0,33248.0,12484,153,640,43622.0
298,2019,1,La Pampa,76.35,5,236,8327,70538,4466,1061,1354,405,698.0,18832.0,57373,2891,9023,1041.0
299,2019,1,La Rioja,50.18,7,9,1169,40285,4088,5216,17,869,0.0,16367.0,34984,12,252,41.0
300,2019,1,Mendoza,37.66,6,20,1786,205383,2837,5702,111,140,0.0,148524.0,40205,5662,10363,1544.0
301,2019,1,Misiones,36.26,13,47,5946,45266,25890,19111,16552,5167,7654.0,54898.0,59214,465,426,7717.0
302,2019,1,Neuquén,58.88,16,1328,3055,52360,1781,21452,17135,11026,6105.0,40747.0,55634,3114,12510,2372.0
303,2019,1,Río Negro,53.57,10,384,1583,84845,2037,13615,9567,5076,3719.0,68377.0,34124,3994,9736,4857.0
304,2019,1,Salta,40.1,10,49,4232,59244,36473,22910,10861,2242,1.0,74426.0,57933,647,1135,1879.0
305,2019,1,San Juan,31.83,6,22,229,62380,266,520,3,2,560.0,51660.0,5838,808,2932,1207.0
306,2019,1,San Luis,67.34,9,57,120,21380,53214,345,6,2,23577.0,11108.0,7784,378,53097,23968.0
307,2019,1,Santa Cruz,23.67,6,25,128,21990,2731,702,26,4,0.0,10659.0,4615,382,6514,2735.0
308,2019,1,Santa Fe,66.97,13,333,29350,296798,122959,153212,74575,36502,18591.0,340038.0,340344,15621,23215,17860.0
309,2019,1,Santiago Del Estero,37.52,6,39,3372,62895,20691,3959,85,494,0.0,25337.0,61547,23,2847,99.0
310,2019,1,Tierra Del Fuego,93.38,6,6,131,38851,3623,641,80,29,0.0,19789.0,23549,1623,0,1486.0
311,2019,1,Tucumán,41.63,17,16,5188,82240,42877,26210,847,14839,0.0,159215.0,11670,118,678,321.0
312,2018,4,Buenos Aires,64.6,17,134673,73761,1422463,194426,577679,949093,265386,6409.0,1305576.0,1949637,296102,65477,19814.0
313,2018,4,Capital Federal,108.27,23,74,7388,283281,143309,330496,439526,186810,0.0,328253.0,1019490,33042,3978,4257.0
314,2018,4,Catamarca,32.23,8,34,1669,17955,6425,5461,29,7,2151.0,26912.0,4443,16,0,2212.0
315,2018,4,Chaco,32.59,13,69,3405,38707,25633,18965,12393,6368,1035.0,53409.0,43555,1940,3236,1130.0
316,2018,4,Chubut,42.61,6,66,3917,66061,6215,531,623,165,0.0,37215.0,23065,952,14443,3047.0
317,2018,4,Córdoba,65.09,16,81,24102,228475,97277,201639,128053,48809,8296.0,328854.0,355716,17675,21851,13243.0
318,2018,4,Corrientes,34.57,12,10,6438,37406,26562,15498,9688,5029,0.0,55842.0,42418,796,1515,30.0
319,2018,4,Entre Ríos,54.37,11,18,8769,94780,50027,29002,18146,7612,13937.0,101168.0,86198,4853,15472,14356.0
320,2018,4,Formosa,29.74,10,1110,3074,23050,5285,9027,2092,1654,0.0,22619.0,7880,887,13761,57.0
321,2018,4,Jujuy,46.53,9,27,2803,30727,7811,4021,30,1141,36577.0,33248.0,12484,153,640,43608.0
322,2018,4,La Pampa,73.49,4,241,7727,70508,3661,978,1328,270,698.0,18832.0,55337,2685,7772,1010.0
323,2018,4,La Rioja,50.35,7,9,1164,40285,4088,5216,17,869,0.0,16367.0,34984,12,252,36.0
324,2018,4,Mendoza,37.76,6,20,1463,198598,2494,4726,19,132,0.0,148524.0,40205,5665,10363,1547.0
325,2018,4,Misiones,34.45,12,47,5981,45566,26019,19226,16566,5167,6154.0,55500.0,53673,465,426,6209.0
326,2018,4,Neuquén,59.07,16,1328,3044,52313,1781,21452,17135,11025,6105.0,40747.0,55634,3115,12425,2444.0
327,2018,4,Río Negro,51.86,10,384,1225,83412,643,13440,9569,5070,3719.0,68377.0,34292,1299,8037,4832.0
328,2018,4,Salta,39.8,10,49,3659,58495,36365,22910,10861,2242,1.0,74295.0,57539,638,253,1853.0
329,2018,4,San Juan,31.9,6,22,1465,59811,180,312,1,1,450.0,51660.0,5838,806,2883,1211.0
330,2018,4,San Luis,67.55,9,57,109,19164,53183,119,62,2,23577.0,11108.0,7784,378,53097,23964.0
331,2018,4,Santa Cruz,23.69,5,25,115,23107,779,206,1,4,0.0,10659.0,4615,382,6378,2734.0
332,2018,4,Santa Fe,65.59,13,335,31397,276301,121009,152039,74432,36427,29731.0,335519.0,322782,14387,18705,28997.0
333,2018,4,Santiago Del Estero,37.4,6,39,3250,61347,20127,3686,77,483,0.0,25339.0,61243,23,2649,81.0
334,2018,4,Tierra Del Fuego,93.59,7,6,27,35765,6323,9894,24,67,0.0,19789.0,23349,1623,0,1499.0
335,2018,4,Tucumán,41.76,17,16,5244,82089,42766,26111,847,14839,0.0,159215.0,11670,119,686,314.0
336,2018,3,Buenos Aires,64.44,17,991,80459,1445733,190805,636090,897964,237248,120464.0,1435856.0,1929273,156382,62318,26448.0
337,2018,3,Capital Federal,108.45,22,73,8493,287919,147253,370677,415020,165055,0.0,334353.0,1009252,35694,3872,9319.0
338,2018,3,Catamarca,32.92,8,34,1994,18475,6358,5320,34,7,2151.0,27553.0,4443,15,1,2214.0
339,2018,3,Chaco,32.28,13,70,3503,38729,24916,20335,11085,5667,1035.0,53927.0,42359,1990,2628,1129.0
340,2018,3,Chubut,56.39,6,67,3951,91096,6162,531,623,164,0.0,58887.0,23065,1239,13817,6728.0
341,2018,3,Córdoba,64.24,15,81,24767,224471,96372,221984,109333,39854,6490.0,337620.0,342401,15785,19213,10839.0
342,2018,3,Corrientes,34.25,11,11,6754,38364,24953,16601,8357,4419,0.0,56444.0,41300,212,1468,32.0
343,2018,3,Entre Ríos,50.22,11,18,9048,96095,45651,31353,15111,6786,0.0,103318.0,83714,2403,15093,80.0
344,2018,3,Formosa,29.58,9,1110,3365,22624,5259,9336,1729,1434,0.0,22777.0,7589,817,13625,57.0
345,2018,3,Jujuy,23.26,8,345,3020,29048,7756,4066,39,623,0.0,33363.0,10856,32,641,43.0
346,2018,3,La Pampa,71.75,4,242,8417,68507,3153,920,1189,216,698.0,12415.0,54574,8437,7011,987.0
347,2018,3,La Rioja,50.73,6,9,1291,40647,4138,5425,20,339,0.0,16587.0,34984,13,253,35.0
348,2018,3,Mendoza,37.99,6,20,1525,199297,2476,4727,27,129,0.0,151033.0,40205,5744,8195,1852.0
349,2018,3,Misiones,32.1,12,48,5749,39617,24747,21212,14674,4547,0.0,56290.0,50793,512,391,56.0
350,2018,3,Neuquén,60.49,15,1396,2244,55822,1647,23785,15218,9718,6105.0,46602.0,54129,998,12277,2712.0
351,2018,3,Río Negro,50.54,10,409,5221,75929,512,14912,8470,4332,3719.0,68590.0,33474,1252,5051,5125.0
352,2018,3,Salta,39.43,9,116,3721,61795,32782,25582,9224,502,0.0,76600.0,53980,678,234,1391.0
353,2018,3,San Juan,33.05,6,22,1326,62525,180,312,3,1,0.0,54025.0,5838,826,2744,1048.0
354,2018,3,San Luis,52.35,9,57,109,19170,52940,119,63,2,1902.0,11096.0,7784,368,52859,2314.0
355,2018,3,Santa Cruz,32.73,5,26,116,32815,778,206,1,3,0.0,18606.0,4574,585,6238,3996.0
356,2018,3,Santa Fe,63.41,12,467,36786,269211,115907,162545,62479,31266,13911.0,339126.0,312866,11749,16337,15022.0
357,2018,3,Santiago Del Estero,36.25,6,41,2550,60260,19116,3806,64,265,0.0,25805.0,58789,23,1662,81.0
358,2018,3,Tierra Del Fuego,92.77,6,6,187,41569,2270,231,24,13,0.0,19365.0,22649,1502,1,2047.0
359,2018,3,Tucumán,41.68,15,16,5993,81559,43282,27062,941,12187,0.0,161209.0,9280,110,252,315.0
360,2018,2,Buenos Aires,62.78,15,1009,81354,1459443,295457,816056,536049,199589,113357.0,1450203.0,1807868,143626,71256,27746.0
361,2018,2,Capital Federal,106.53,19,73,9234,290291,219166,445345,264805,142253,0.0,342431.0,977916,35610,3908,9321.0
362,2018,2,Catamarca,32.86,8,34,2414,14624,6112,4347,36,6,6500.0,27444.0,4415,15,1,2214.0
363,2018,2,Chaco,31.25,12,70,2968,34167,24282,21887,9251,4630,1035.0,54134.0,40750,562,1946,1129.0
364,2018,2,Chubut,54.9,5,67,4471,85598,5369,4,5,9,5010.0,58935.0,19591,1239,14070,6729.0
365,2018,2,Córdoba,63.27,14,81,21779,219630,102596,244291,78852,34950,8110.0,345141.0,327636,13832,16355,10109.0
366,2018,2,Corrientes,33.81,11,11,7047,38268,24066,17926,6780,3862,0.0,56541.0,39715,201,1468,32.0
367,2018,2,Entre Ríos,49.2,10,18,8179,94459,44570,34281,12012,5920,0.0,104811.0,80376,2405,12313,80.0
368,2018,2,Formosa,29.43,9,1110,3568,22409,5176,9727,1313,1243,0.0,23543.0,7311,18,13625,57.0
369,2018,2,Jujuy,23.43,6,345,3320,29319,8083,3977,44,7,0.0,33571.0,10856,23,640,43.0
370,2018,2,La Pampa,71.04,4,244,8797,68083,2409,965,969,179,698.0,12416.0,53587,8420,7011,987.0
371,2018,2,La Rioja,50.98,6,9,1384,40679,4198,5640,20,15,0.0,16663.0,34984,13,253,35.0
372,2018,2,Mendoza,36.97,6,20,1658,164596,515,266,17,72,33788.0,152938.0,36872,3084,6206,1852.0
373,2018,2,Misiones,31.63,12,48,6092,39489,23569,23747,11888,3866,0.0,57265.0,47923,512,391,56.0
374,2018,2,Neuquén,60.24,13,1396,2408,56035,1314,26417,12442,8551,6105.0,46633.0,52855,998,12649,2713.0
375,2018,2,Río Negro,50.15,10,409,5298,75056,523,16480,6663,3725,3975.0,68667.0,32795,1252,4396,5125.0
376,2018,2,Salta,39.94,9,116,3990,61763,33285,28431,7239,182,0.0,78386.0,53478,678,234,1391.0
377,2018,2,San Juan,32.95,6,22,1378,57591,11,0,3,0,5068.0,54080.0,5068,826,3079,1048.0
378,2018,2,San Luis,15.15,6,57,101,11992,11,0,7,2,9284.0,11104.0,7666,368,16,2314.0
379,2018,2,Santa Cruz,33.33,5,26,120,28600,655,100,1,3,4267.0,18615.0,4474,585,6734,3997.0
380,2018,2,Santa Fe,62.57,12,744,34267,262603,112143,175540,50525,26512,22257.0,337934.0,304349,11354,15801,15114.0
381,2018,2,Santiago Del Estero,35.26,6,41,2717,41362,18721,3278,31,31,17589.0,26074.0,55935,23,1662,81.0
382,2018,2,Tierra Del Fuego,91.61,6,6,188,40912,2217,75,0,0,107.0,19372.0,22756,531,1,2047.0
383,2018,2,Tucumán,41.51,14,16,6735,79899,44968,27059,1084,8784,1305.0,160315.0,8965,110,252,315.0
384,2018,1,Buenos Aires,62.63,14,1514,74766,1445752,292732,886678,480237,184203,105818.0,1452061.0,1793884,133928,64379,31194.0
385,2018,1,Capital Federal,106.24,18,89,10039,292566,222737,487826,227953,127384,0.0,349995.0,968483,35535,3164,9393.0
386,2018,1,Catamarca,32.79,8,34,2896,14770,6145,3539,41,4,6500.0,27300.0,4415,15,1,2214.0
387,2018,1,Chaco,30.83,12,70,3261,32516,24488,23296,8219,3897,1035.0,54879.0,40157,383,388,1130.0
388,2018,1,Chubut,53.72,5,67,4314,83161,5358,4,5,9,5010.0,56375.0,19591,1194,14070,6729.0
389,2018,1,Córdoba,63.52,13,281,23922,222815,104300,266259,57137,29228,10049.0,349342.0,326894,13178,13237,11275.0
390,2018,1,Corrientes,32.66,11,11,5005,37152,24038,19068,5890,3256,0.0,56937.0,35225,888,1334,33.0
391,2018,1,Entre Ríos,48.68,10,18,8861,90080,45599,37401,9818,5071,0.0,106998.0,75751,3789,10776,80.0
392,2018,1,Formosa,21.4,11,1110,3803,10092,5117,10061,1091,1046,0.0,23556.0,7095,17,1603,57.0
393,2018,1,Jujuy,23.12,7,345,4807,27219,8044,3925,49,4,0.0,33856.0,10456,23,28,43.0
394,2018,1,La Pampa,71.75,4,245,8119,67104,1616,1076,614,98,3503.0,10807.0,51389,8386,10556,1926.0
395,2018,1,La Rioja,51.44,6,9,1485,40680,4217,5831,19,1,0.0,16960.0,34984,13,253,35.0
396,2018,1,Mendoza,37.07,6,20,1662,164599,501,266,19,72,33788.0,152931.0,36872,3086,6206,1852.0
397,2018,1,Misiones,30.96,12,48,4700,35820,23291,26223,10241,3219,0.0,56311.0,46880,328,5,56.0
398,2018,1,Neuquén,61.52,12,1396,2367,59468,1311,29012,9709,7378,6105.0,46714.0,55072,1000,12404,2713.0
399,2018,1,Río Negro,49.82,9,409,5333,74894,530,17997,4972,3129,3975.0,68769.0,31712,1251,4259,5128.0
400,2018,1,Salta,39.78,9,116,4459,60334,33088,30771,5145,88,0.0,79936.0,51534,118,204,1391.0
401,2018,1,San Juan,32.61,6,22,1058,57078,11,0,3,0,5068.0,54080.0,5068,826,2246,1048.0
402,2018,1,San Luis,15.15,6,57,101,11920,11,0,7,2,9284.0,11104.0,7594,368,16,2314.0
403,2018,1,Santa Cruz,33.55,5,26,120,28600,655,100,1,3,4267.0,18615.0,4474,1799,6734,2783.0
404,2018,1,Santa Fe,62.28,11,1359,33639,262008,108576,188900,39589,22801,23181.0,341997.0,300421,10674,11636,15298.0
405,2018,1,Santiago Del Estero,34.99,6,41,2910,41298,18914,3449,33,2,17589.0,26788.0,54594,23,1432,81.0
406,2018,1,Tierra Del Fuego,65.2,6,6,307,33987,2,0,0,0,107.0,19372.0,9663,531,1,2047.0
407,2018,1,Tucumán,41.18,9,16,7472,78811,45675,26405,1218,7082,1305.0,158611.0,8921,107,368,50.0
408,2017,4,Buenos Aires,57.61,13,3865,55046,1551194,264645,712513,335140,151747,114182.0,1241172.0,1718013,131181,60082,31448.0
409,2017,4,Capital Federal,122.9,15,314,31411,517018,284040,458120,178396,114939,0.0,571363.0,961688,36277,3119,9877.0
410,2017,4,Catamarca,28.62,8,34,3182,15315,5904,2927,43,2,2151.0,27083.0,263,11,1,2200.0
411,2017,4,Chaco,30.81,12,70,3432,37144,24088,20123,7290,3289,1035.0,55035.0,39690,389,380,1121.0
412,2017,4,Chubut,51.46,5,67,4313,83676,5355,7,5,9,0.0,56378.0,15097,1187,14070,6708.0
413,2017,4,Córdoba,63.33,12,291,25411,280837,102892,217602,40898,24251,8429.0,349710.0,324709,12778,12043,10739.0
414,2017,4,Corrientes,32.52,10,11,5220,41080,23686,16046,5053,2675,0.0,56786.0,34722,894,1334,35.0
415,2017,4,Entre Ríos,47.89,9,1685,9078,95466,45189,30010,7958,4113,0.0,107764.0,73692,1894,10267,86.0
416,2017,4,Formosa,21.27,10,1110,4061,13220,4867,6996,977,824,0.0,23410.0,6973,19,1603,51.0
417,2017,4,Jujuy,22.74,7,345,5364,26566,7721,3507,44,3,0.0,33844.0,9626,20,28,34.0
418,2017,4,La Pampa,71.05,4,310,8729,66053,1227,792,391,81,3503.0,10808.0,50495,8272,10569,1927.0
419,2017,4,La Rioja,51.57,6,9,1488,40777,4083,5813,22,3,0.0,16912.0,34984,14,253,31.0
420,2017,4,Mendoza,33.33,6,26,1656,177646,438,278,29,81,0.0,152896.0,16114,3015,6206,1920.0
421,2017,4,Misiones,31.14,11,1053,3900,41723,23131,22262,9091,2735,0.0,56271.0,47470,95,5,54.0
422,2017,4,Neuquén,61.24,11,1396,2372,68036,1325,22781,7528,6300,6105.0,46739.0,54119,1017,12404,2692.0
423,2017,4,Río Negro,49.38,8,409,5598,81078,485,12502,3447,2440,3719.0,68690.0,30451,1250,4259,5114.0
424,2017,4,Salta,39.8,8,636,4275,73284,32842,18968,3559,84,0.0,80705.0,50446,127,158,1376.0
425,2017,4,San Juan,30.3,6,22,1062,57525,9,0,2,2,0.0,54079.0,451,812,2246,1036.0
426,2017,4,San Luis,10.59,6,59,101,12822,8,0,1,7,1902.0,11104.0,1119,335,17,2329.0
427,2017,4,Santa Cruz,28.91,5,68,78,29073,655,100,1,3,0.0,18614.0,1668,582,4638,3950.0
428,2017,4,Santa Fe,61.71,10,3109,34132,309998,108939,151329,30736,19602,14119.0,341680.0,293831,10602,10965,15382.0
429,2017,4,Santiago Del Estero,29.13,6,41,3091,43544,18773,3359,32,2,0.0,27313.0,40407,19,1025,80.0
430,2017,4,Tierra Del Fuego,59.89,5,6,310,31334,2,0,0,0,0.0,19372.0,6906,530,1,2045.0
431,2017,4,Tucumán,39.9,9,105,8164,78750,45241,24318,1303,4367,0.0,156583.0,5223,105,102,319.0
432,2017,3,Buenos Aires,55.63,8,6577,51411,1733479,311652,676137,140812,108400,0.0,1288025.0,1571180,124920,35058,38777.0
433,2017,3,Capital Federal,121.86,11,283,33924,590689,311411,426300,120675,91917,0.0,583249.0,941092,33481,2814,9723.0
434,2017,3,Catamarca,32.49,5,52,3204,15383,5758,2563,50,1,0.0,26873.0,4411,12,1,2181.0
435,2017,3,Chaco,29.98,8,95,3496,40059,23008,20307,3827,2004,0.0,54888.0,37307,456,36,1072.0
436,2017,3,Chubut,46.22,3,436,3989,71843,2336,3,0,0,0.0,56359.0,5645,1217,13503,6820.0
437,2017,3,Córdoba,62.31,9,327,26154,309161,100113,189302,38131,16741,0.0,344580.0,319360,10579,7137,14988.0
438,2017,3,Corrientes,32.17,7,24,5629,44305,22785,15576,2635,1607,0.0,56247.0,33993,947,1334,27.0
439,2017,3,Entre Ríos,45.96,7,1691,7545,98032,42947,29011,3878,2397,0.0,107774.0,69596,1786,6245,63.0
